override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,dunsNumber,BVD,DUNS,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,EVERTY PTY. LTD,Australia,,,,29619045279,"Level 2, 40 Ricketty St",,,Mascot,New South Wales,2020,,,,AU619045279,,,,,https://everty.com.au/,,,,113200
,EVERYDAY HOMES PTY. LIMITED,Australia,,,,51002079674,"Level 2, Unit 3/279 Kurrajong Rd,",,,Prestons,New South Wales,2170,,,,AU002079674,,,,,everydayhomes.com.au,,,,109598
,EVIDENT AUSTRALIA PTY LTD,Australia,,,,16655909158,"Level 4, 97 Waterloo Road",,,Macquarie Park,New South Wales,2113,,,,AU655909158,,,,,https://www.evidentscientific.com/en/,,,,112654
,EVO ELECTRIC PTY LTD,Australia,,,,91633785565,45 Clapham Road,,,Regents Park,New South Wales,2143,,,,AU633785565,,,,,https://evoelectric.com.au/,,,,112614
,EVOLUTION ENERGY ADVISORY PTY LTD,Australia,,,,30652395867,"Suite 1102, Level 11, 109Pitt Stree",,,Sydney,New South Wales,2000,,,,AU652395867,,,,,https://evolutionenergyadvisory.com.au/,,,,112685
,EW TECHNOLOGIES PTY LTD,Australia,,,,50098598531,36 Vincent Road,,,Sinagra,Western Australia,6065,,,,AU098598531,,,,,,,,,111013
,EXCELL CONTROL PTY LIMITED,Australia,,,,39083868615,18 INVESTIGATOR DRIVE,,,UNANDERRA,New South Wales,2526,,,,AU083868615,,,,,https://www.excellcontrol.com.au/page/home,,,,105659
,EXCO PARTNERS PTY LTD,Australia,,,,20634654701,Level 6 278 Collins Street,,,Melbourne,Victoria,3000,,,,AU634654701,,,,,excopartners.com,,,,111826
,EXPERIAN AUSTRALIA PTY LTD,Australia,,,,95082851474,"LEVEL 6, 580 ST KILDA ROAD",,,MELBOURNE,Victoria,3004,,,,AU082851474,,,,,experian.com.au,,,,102746
,EXTRAN PTY LTD,Australia,,,,23118289919,10 GABRIELLE COURT,,,BAYSWATER NORTH,Victoria,3153,,,,AU118289919,,,,,extran.com.au,,,,105319
,EY IDENTITY PTY LTD,Australia,,,,64007086348,ERNST & YOUNG BUILDING,,,MELBOURNE,Victoria,3000,,,,AU007086348,,,,,ey.com,,,,107636
,EZY INDUCTIONS,Australia,,,,68153003368,"224A JOHNSTON STREET,",,,FITZROY,Victoria,3065,,,,AU153003368,,,,,https://www.altora.com/,,,,109747
,F & T INDUSTRIES PTY LTD,Australia,,,,50628475847,23-25 ALEXANDERS RD,,,MORWELL,Victoria,3840,,,,AU628475847,,,,,,,,,110007
,FAC SERVICES PTY LTD,Australia,,,,79634722606,451 TYERS ROAD,,,TYERS,Victoria,3844,,,,AU634722606,,,,,,,,,110322
,FAIRFAX MEDIA PUBLICATIONS,Australia,,,,33003357720,,,,NORTH RICHMOND,New South Wales,2754,,,,AU003357720,,,,,https://www.nineforbrands.com.au/,,,,111316
,FAIRSTAR BODY CORPORATE MANAGEMENT,Australia,,,,88627615776,756 SYDNEY RD,,,BRUNSWICK,Victoria,3056,,,,AU627615776,,,,,,,,,110713
,FAN & AIR HEATER SERVICES P/L,Australia,,,,33151738402,162 SHEPHERDS DRIVE,,,CHERRYBROOK,New South Wales,2126,,,,AU151738402,,,,,,,,,107262
,FARRON RESEARCH GROUP PTY LTD,Australia,,,,40657713061,"Unit B2a, 2-4 Central Ave",,,Thornleigh,New South Wales,2120,,,,AU657713061,,,,,https://farronresearch.net.au/,,,,112622
,FAST CONNECT PTY LTD,Australia,,,,49086878631,,,,PERTH,Western Australia,6849,,,,AU086878631,,,,,fastconnect.net.au,,,,109027
,FDB COMMERCIAL PTY LTD,Australia,,,,96608647605,,,,Kenmore,Queensland,4069,,,,AU608647605,,,,,https://fdbcommercial.com.au/,,,,112215
,FEDERATION UNIVERSITY AUSTRALIA,Australia,,,,51818692256,,,,BALLARAT,Victoria,3353,,,,AU51818692256,,,,,federation.edu.au,,,,108483
,FEDEX EXPRESS AUSTRALIA PTY LTD,Australia,,,,41000495269,,,,MASCOT,New South Wales,1460,,,,AU000495269,,,,,https://www.fedex.com/en-au/home.html,,,,100013
,FEDEX EXPRESS AUSTRALIA PTY LTD,AUSTRALIA,FEDEX EXPRESS AUSTRALIA PTY LTD,,,,,,,SYDNEY,New South Wales,2001,,,,AU000495269-B0013,,,,,wns.com,,,,102048
,FERROUS FORGINGS PTY LTD,Australia,,,,97004279841,621 BALLARAT ROAD,,,ALBION,Victoria,3020,,,,AU004279841,,,,,https://ferrousforgings.com.au/,,,,100740
,FESTO PTY. LIMITED,Australia,,,,43004674015,179-187 Browns Road,,,Noble Park North,Victoria,3174,,,,AU004674015,,,,,festo.com,,,,111825
,FETCH AUTOMATION PTY LTD,Australia,,,,81053019462,79 DOVER DRV,,,BURLEIGH HEADS,Queensland,4220,,,,AU053019462,,,,,fetchautomation.com.au,,,,109377
,FFF Australia Pty Ltd,Australia,,,,34144701995,"Level 2, 1109 Hay St",,,West Perth,Western Australia,6005,,,,AU144701995,,,,,https://fff-aus.com.au/,,,,112589
,FIDUCIAN FINANCIAL SERVICES PTY LTD,Australia,,,,46094765134,"Suite 3, 82 Argyle St",,,Traralgon,Victoria,3844,,,,AU094765134,,,,,https://www.fiducian.com.au/,,,,112968
,FIELD MACHINE TOOLS PTY LTD,Australia,,,,48097691748,1/ 53-57 RIMFIRE DR,,,HALLAM,Victoria,3803,,,,AU097691748-B0004,,,,,fmt.com.au,,,,107297
,FINANCIAL COUNSELLING AUSTRALIA INC,Australia,,,,67073167361,"179 Queens Street, Level 6",,,Melbourne,Victoria,3000,,,,AU073167361,,,,,https://www.financialcounsellingaustralia.org.au/,,,,108798
,FINANCIAL COUNSELLING VICTORIA INC,Australia,,,,89498543075,"LEVEL 6, 179 QUEEN ST",,,MELBOURNE,Victoria,3000,,,,AU89498543075,,,,,https://fcvic.org.au/,,,,108884
,FINANCIAL COUNSELLORS ASSOCIATION O,Australia,,,,15695450735,,,,FORTITUDE VALLEY,Queensland,4006,,,,AU15695450735,,,,,https://www.financialcounsellingfoundation.org/,,,,109091
,Fine Spun Group,Australia,,,,26870313589,"THE WOOLSHED,601 PRINCES MWY",,,YALLAH,New South Wales,2530,,,,AU26870313589,,,,,https://www.finespungroup.com.au/,,,,113491
,FIRE AND SAFETY AUSTRALIA PTY LTD,Australia,,,,17098323712,6-7 HARTNETT CLOSE,,,MULGRAVE,Victoria,3170,,,,AU098323712,,,,,https://fireandsafetyaustralia.com.au/,,,,106669
,Fire Concepts,Australia,,,,71088479716,19 Wallaroo Square,,,Werribee,Victoria,3030,,,,AU088479716,,,,,https://www.fireconcepts.com.au/,,,,112545
,FIRE EQUIPMENT SERVICES METROPOLITAN FIRE AND EMERGENCY SER,Australia,,,,28598558561,"SUITE 2, 5 LAKESIDE DR",,,BURWOOD EAST,Victoria,3151,,,,AU28598558561,,,,,fes.com.au,,,,102277
,FIRE MARSHALL,Australia,,,,90164857989,,,,CARRUM DOWNS,Victoria,3201,,,,AU164857989,,,,,https://www.firemarshall.com.au/,,,,103647
,FIRE PROTECTION TECHNOLOGIES PTY LTD,Australia,,,,69634309461,,,,Mt Waverley,Victoria,3149,,,,AU634309461,,,,,https://fire-protection.com.au/,,,,112210
,FIRMINS LANE ENGINEERING,Australia,,,,32608950652,145 FIRMINS LANE,,,MORWELL,Victoria,3840,,,,AU608950652,,,,,flengineering.com.au,,,,109098
,FIRST FIELD ENVIRONMENTAL PTY LTD,Australia,,,,60665421910,40 Manoa Road,,,Budgewo,New South Wales,2262,,,,AU665421910,,,,,https://firstfield.com.au/,,,,113297
,FIRSTYLE HOMES PTY LIMITED,Australia,,,,59087773779,,,,HOXTON PARK,New South Wales,2171,,,,AU087773779,,,,,firstyle.com.au,,,,109360
,FISHER IT INC.,United States of America,,,,0,271 EXECUTIVE PARK DRIVE,,,Concord,North Carolina,28025,,,,US275668388L,,,,,https://improvewithfit.com/,,,,111409
,FISHER'S (LATROBE VALLEY) PTY LTD,Australia,,,,68005586694,30 SWAN ROAD,,,MORWELL,Victoria,3840,,,,AU005586694,,,,,https://fisherspallets.com.au/,,,,110474
,FISKIL PTY LTD,Australia,,,,89646260728,"LEVEL 38, 345 QUEEN STREET",,,BRISBANE,Queensland,4000,,,,AU646260728,,,,,https://fiskil.com.au/,,,,113151
,FITT RESOURCES PTY LIMITED,Australia,,,,12074895319,27 AWABA ST,,,LISAROW,New South Wales,2250,,,,AU074895319,,,,,fittresources.com.au,,,,105570
,FLAMESTOP AUSTRALIA PTY LTD,Australia,,,,15060627965,13 KELLETTS ROAD,,,ROWVILLE,Victoria,3178,,,,AU060627965,,,,,flamestop.com.au,,,,107937
,FLANDERS ELECTRIC OF AUSTRALIA PTY,Australia,,,,98115641006,56 Archerfield Road,,,Darra,Queensland,4076,,,,AU115641006,,,,,https://www.flandersinc.com/,,,,112304
,FLEXCAREERS PTY LTD,Australia,,,,55603858706,Level 4 11 York St,,,Sydney,New South Wales,2000,,,,AU603858706,,,,,https://www.flexcareers.com.au/job-seekers,,,,112343
,FLICK ANTICIMEX PTY LTD,Australia,,,,85000059665,"Unit 9, 145 Arthur St",,,Homebush West,New South Wales,2140,,,,AU000059665,,,,,https://www.flick.com.au/,,,,110485
,FLINDERS HYDRAULICS AND MECHANIcal,Australia,,,,90606325222,86 ESMOND ROAD,,,PORT PIRIE,South Australia,5540,,,,AU606325222,,,,,https://www.flindershydraulics.com/,,,,109649
,FLIR SYSTEMS AUSTRALIA PTY LTD,Australia,,,,64124233781,10 BUSINESS PARK DRIVE,,,NOTTING HILL,Victoria,3168,,,,AU124233781,,,,,flir.com.au,,,,103963
,FLOTECH CONTROLS PTY LTD,Australia,,,,17052870167,UNIT 4/ 1 ANDERSON ST,,,BOTANY,New South Wales,2019,,,,AU052870167,,,,,flotechcontrols.com,,,,104600
,FLOTEK HYDRAULIC SERVICES (VIC) PTY,Australia,,,,92739730627,15 MACAULAY STREET,,,WILLIAMSTOWN,Victoria,3016,,,,AU92739730627,,,,,https://flotek.com.au/,,,,110476
,FLOW DESIGN,Australia,,,,76006456659,,,,CENTRAL PARK,Victoria,3145,,,,AU006456659,,,,,flow-design.co.uk,,,,100776
,FLOWSERVE AUSTRALIA PTY LTD,Australia,,,,30004604291,Unit 19/167 Prospect Highway,,,Seven Hills,New South Wales,2147,,,,AU004604291,,,,,flowserve.com,,,,100255
,FLOWSERVE PUMP DIVISION,Australia,,,,15004249012,5 Parker Street,,,Castlemaine,Victoria,3450,,,,AU004249012,,,,,https://www.flowserve.com/en/products/pumps,,,,100105
,FLSMIDTH ABON PTY LTD,Australia,,,,20004703002,15-19 MARSHALL RD,,,AIRPORT WEST,Victoria,3042,,,,AU004703002,,,,,flsmidth.com,,,,110865
,FLUID CONTROL SALES AND INSTALLATIO PTY LTD,Australia,,,,77010468961,,,,EAGLE FARM,Queensland,4009,,,,AU010468961,,,,,fluidcontrol.com.au,,,,110283
,FLUID DYNAMICS PTY LIMITED,Australia,,,,77013600864,25-27 STAR CRESCENT,,,HALLAM,Victoria,3803,,,,AU77013600864,,,,,fluiddynamics.com.au,,,,101382
,FLUID SEALING PTY LTD,Australia,,,,13606147707,9 EGAN ROAD,,,DANDENONG,Victoria,3175,,,,AU13606147707,,,,,fluidsealing.com.au,,,,100129
,FORCE ONE PTY LTD,Australia,,,,49158274812,495 Steveys Forest Rd,,,OAKDALE,New South Wales,2570,,,,AU158274812,,,,,https://www.forceoneaus.com.au/,,,,113426
,FORE EYES PTY LTD,Australia,,,,22610172864,37 MCKINNON ROAD,,,MCKINNON,Victoria,3204,,,,AU610172864,,,,,,,,,111718
,FORESTRY CORPORATION,Australia,,,,43141857613,,,,BEECROFT,New South Wales,2119,,,,AU43141857613,,,,,forestrycorporation.com.au,,,,111144
,FORETHOUGHT PTY LTD,Australia,,,,90065460746,"LEVEL 6, 333 COLLINS STREET",,,MELBOURNE,Victoria,3000,,,,AU065460746,,,,,https://www.forethought.com.au/,,,,105678
,FORNRG PTY LTD,Australia,,,,40600270620,74-76 Ormond Road,,,Elwood,Victoria,3184,,,,AU600270620,,,,,fornrg.com,,,,109288
,FORTENG PTY LTD,Australia,,,,26151987558,32 BAYFIELD STREET,,,ROSNY PRAK,Tasmania,7018,,,,AU151987558,,,,,forteng.com.au,,,,108183
,"Fortra, LLC",United States of America,,,,0,11095 Viking Dr,,,Eden Prairie,Minnesota,55344,,,,US150238005L,,,,,https://www.fortra.com/,,,,113080
,FORTRESS INTERLOCKS PTY LTD,Australia,,,,22134501536,"BUILDING 12, 550 SOUTH GIPPSLAND HI",,,LYNBROOK,Victoria,3975,,,,AU134501536,,,,,fortress-safety.com,,,,105395
,FORTRESS SYSTEMS PTY LTD,Australia,,,,27005632173,324 Governor Road,,,Braeside,Victoria,3195,,,,AU005632173,,,,,http://www.fortress.com.au/,,,,112686
,Founder Enterprises Pty Ltd,Australia,,,,27151779323,1 Edison Circuit,,,Forrestdale,Western Australia,6112,,,,AU151779323,,,,,https://fortus.com.au/,,,,112013
,FOWLER HOMES PTY LTD,Australia,,,,89066046366,,,,WETHERILL PARK,New South Wales,2164,,,,AU066046366,,,,,fowlerhomes.com.au,,,,109461
,FOWLEREX TECHNOLOGIES PTY LTD,Australia,,,,76100555904,"UNIT 40, 10 GLADSTONE RD",,,CASTLE HILL,New South Wales,2154,,,,AU100555904-B0002,,,,,fowlerex.com.au,,,,100633
,FRACHT AUSTRALIA PTY LTD,Australia,,,,85003404091,19 BAKER STREET,,,BOTANY,New South Wales,2019,,,,AU003404091,,,,,fracht.com.au,,,,105308
,FRAGOMEN (AUSTRALIA) PTY LIMITED,Australia,,,,47104453947,,,,SYDNEY,New South Wales,2001,,,,AU104453947,,,,,fragomen.com,,,,103031
,Frasers Property Real,Australia,,,,83107355966,Level 2 1C Homebush Bay Drive,,,Rhodes,New South Wales,2138,,,,AU107355966,,,,,https://www.frasersproperty.com.au/,,,,112987
,FraudWatch International Pty Ltd,Australia,,,,66109760796,"Level 3, 14-16 Prospect Street",,,Box Hill,Victoria,3128,,,,AU109760796,,,,,https://www.netcraft.com/,,,,113370
,FRAZER-NASH AUSTRALIA PTY LTD,Australia,,,,57661672028,Level 8 99 Gawler Place,,,Adelaide,South Australia,5000,,,,AU661672028,,,,,https://www.fncaustralia.com.au/,,,,113474
,Frazer-Nash Consultancy Limited,Australia,,,,20578377332,99 Gawler Place,,,Adelaide,South Australia,5000,,,,AU20578377332,,,,,https://www.fncaustralia.com.au/,,,,112276
,FREEMANTLE COMMERCIAL DIVING P/L,Australia,,,,70609646666,2/14 RENEWABLE CHASE,,,BILBRA LAKE,Western Australia,6163,,,,AU609646666,,,,,fremantlecommercialdiving.com.au,,,,111449
,Freepoint Commodities Singapore Pte,Singapore,,,,0,"35-05 8 Marina View,Asia Square Tow",,,Singapore,,018960,,,,SG201212984W,,,,,https://www.freepoint.com/,,,,113339
,FRENKEN HOMES PTY LTD,Australia,,,,39121265898,196 SLADEN ST,,,CRANBOURNE,Victoria,3977,,,,AU121265898,,,,,frenkenhomes.com.au,,,,108959
,FREYSSINET AUSTRALIA PTY LTD,Australia,,,,15002617736,"LEVEL 3, 13-15 LYON PARK ROAD",,,MACQUARIE PARK,New South Wales,2113,,,,AU002617736,,,,,freyssinet.com.au,,,,110163
,FROMM PACKAGING AUSTRALIA PTY LIMIT,Australia,,,,44010702897,12 MACADAM ST,,,SEVENTEEN MILE ROCKS,Queensland,4073,,,,AU010702897,,,,,fromm-pack.com.au,,,,110653
,FTI Consulting (Hong Kong) Limited,Hong Kong,,,,0,"Level 35, Oxford House 979 King’s R",,,Quarry Bay,,999077,,,,HK0018115265,,,,,https://www.fticonsulting.com/,,,,113190
,FUCHS LUBRICANTS (AUSTRALASIA) PTY,Australia,,,,88005681916,49 MCINTYRE ROAD,,,SUNSHINE,Victoria,3020,,,,AU005681916,,,,,fuchs.com,,,,108306
,FUELCO AUSTRALIA PTY LTD,Australia,,,,34615177930,8 Yazaki Way,,,Carrum Downs,Victoria,3201,,,,AU615177930,,,,,fuelco.com.au,,,,109329
,FUJIFILM DATA MANAGEMENT SOLUTIONS AUSTRALIA PTY LTD,Australia,,,,94137933905,LOCKED BAG 1020,,,MOOREBANK,New South Wales,1875,,,,AU137933905,,,,,https://www.fujifilm.com/fbdms/,,,,105841
,FULL CIRCLE GROUP ASIA PACIFIC PTY,Australia,,,,41130069797,"LEVEL 14, 1 MARKET ST",,,SYDNEY,New South Wales,2000,,,,AU130069797,,,,,https://leadershipcircle.com/en/,,,,110620
,FURMANITE AUSTRALIA PTY LTD,Australia,,,,58078420112,4 GATEWAY COURT,,,PORT MELBOURNE,Victoria,3207,,,,AU078420112,,,,,https://www.teaminc.com/global-sites/australia,,,,100807
,FWSR Group,Australia,,,,97162393035,"UNIT 2, 41-55 LEAKES ROAD",,,LAVERTON NORTH,Victoria,3026,,,,AU162393035,,,,,https://fwsrgroup.com.au/,,,,110582
,G MICHAELS CONSULTING LTD,Canada,,,,0,11211 76 AVENUE,,,EDMONTON,,T6G 0K2,,,,CA261351761L,,,,,gmcl.com,,,,101283
,G.H. VARLEY PTY LTD,Australia,,,,87000005318,,,,HUNTER REGION MAIL CENTRE,New South Wales,2310,,,,AU000005318,,,,,varleygroup.com,,,,105688
,G.O. SHELVING,Australia,,,,82008086342,6 TRANSPORT AVENUE,,,NETLEY,South Australia,5037,,,,AU008086342,,,,,goshelving.com.au,,,,106061
,G.V. KINSMAN PTY LTD,Australia,,,,19006146050,660 SOMERVILLE RD,,,SUNSHINE WEST,Victoria,3020,,,,AU006146050,,,,,gvk.com.au,,,,100314
,GADALETA STEEL FABRICATION PTY LTD,Australia,,,,24104030506,12 WATTLE STREET,,,PORT PIRIE,South Australia,5540,,,,AU104030506,,,,,gadaletasteel.com.au,,,,105601
,GALLAGHER BASSETT SERVICES WORKERS,Australia,,,,70100375620,LOCKED BAG 3570,,,GPO MELBOURNE,Victoria,3001,,,,AU100375620,,,,,https://www.gallagherbassett.com.au/,,,,108663
,GARDNER DENVER INDUSTRIES PTY LTD,Australia,,,,69004152907,13-17 PROGRESS STREET,,,DANDENONG SOUTH,Victoria,3164,,,,AU004152907,,,,,gardnerdenver.com,,,,104562
,GARLOCK PTY LTD,Australia,,,,87000846195,,,,REGENTS PARK,New South Wales,2143,,,,AU000846195,,,,,garlock.com,,,,111582
,GARNAUT GLOBAL AUSTRALIA PTY LTD,Australia,,,,82665832306,Level 18/1 Nicholson St,,,East Melbourne,Victoria,3002,,,,AU665832306,,,,,https://www.garnautglobal.com/,,,,113258
,GASTECH AUSTRALIA PTY LTD,Australia,,,,64087801634,21/25 NARABANG WAY,,,BELROSE,New South Wales,2085,,,,AU087801634-B0007,,,,,gastech.com,,,,111261
,GASWELD ORANGE,Australia,,,,41001262200,131-133 PEISLEY STREET,,,ORANGE,New South Wales,2800,,,,AU001262200,,,,,gasweld.com.au,,,,111347
,GBG ANZ PTY LTD,Australia,,,,67111307361,"Suite 301, Level 3,20 Bond St",,,Sydney,New South Wales,2000,,,,AU111307361,,,,,https://gbg-greenid.com/,,,,113065
,GBS RECRUITMENT PTY LTD,Australia,,,,21158627420,,,,TRARALGON,Victoria,3844,,,,AU158627420,,,,,gbsrecruitment.com.au,,,,107624
,GC CRANE HIRE PTY LTD,Australia,,,,58456226543,1/181 Dohertys Rd,,,Laverton North,Victoria,3026,,,,AU58456226543,,,,,https://generalcranes.com.au/,,,,112049
,GE POWER AUSTRALIA PTY LTD,Australia,,,,15000038237,"Level 19 Two Melbourne Quarter,697",,,Docklands,Victoria,3008,,,,AU000038237,,,,,ge.com,,,,100352
,GE Power Netherlands B.V.,Netherlands,,,,NL 852762938B03,Bellsingel 20,,,Schipol-Rijk,,1119 NV,,,,NL000040320138,,,,,https://www.ge.com/gas-power,,,,111686
,GE STEAM POWER AUSTRALIA PTY LTD,Australia,,,,40639789030,"BUILDING 8 LEVEL 2 , 572 SWAN STREE",,,BURNLEY,Victoria,3121,,,,AU639789030,,,,,ge.com,,,,111995
,GEAR DESIGN & SERVICE,Australia,,,,36004912118,355 Settlement Rd,,,Thomastown,Victoria,3074,,,,AU004912118,,,,,http://www.geardesign.com.au/,,,,112405
,Gecko Cleantech,Australia,,,,91785356033,2 GULSON STREET,,,GOULBURN,New South Wales,2580,,,,AU91785356033,,,,,https://www.gecko.com.au/,,,,105655
,GEM INDUSTRIAL PTY LTD,Australia,,,,60160367000,2-4 Ashenden St,,,Leongatha,Victoria,3953,,,,AU160367000-B0004,,,,,https://www.gemindustrial.com.au/,,,,112175
,GEMU AUST PTY LTD,Australia,,,,81003835452,,,,GOSFORD,New South Wales,2250,,,,AU003835452,,,,,gemu-group.com,,,,110863
,GENCOM,Australia,,,,29002304243,180 Hannell Street,,,Wickham,New South Wales,2293,,,,AU002304243,,,,,https://www.gencom.com.au/,,,,112997
,GENERAL ELECTRIC GLOBAL SERVICES GMBH,Australia,,,,11607765597,572 SWAN STREET,,,RICHMOND,Victoria,3121,,,,AU607765597,,,,,https://www.ge.com/,,,,109565
,GENERAL ELECTRIC INTERNATIONAL INC,Australia,,,,85002420751,"BUILDING 2, 572 SWAN ST",,,RICHMOND,Victoria,3121,,,,AU002420751,,,,,ge.com,,,,104148
,GENERAL TOOLS (ADELAIDE) PTY LTD,Australia,,,,53007663845,7 NEWCASTLE CRESCENT,,,CAVAN,South Australia,5094,,,,AU007663845,,,,,https://generaltools.com.au/,,,,106315
,"GENERATION SYSTEMS, INC.",United States of America,,,,0,STE 100 301 Mallory Station Rd,,,Franklin,Tennessee,37067,,,,US348678164L,,,,,generationsystems.com,,,,108247
,GENERTECH PTY LTD,Australia,,,,32095518808,6 McQuade Street,,,Morwell,Victoria,3840,,,,AU095518808,,,,,genertech.com.au,,,,100467
,GENTRACK PTY LTD,Australia,,,,24003738449,"Level 15, 628 Bourke Street",,,Melbourne,Victoria,3000,,,,AU003738449,,,,,https://gentrack.com/,,,,112762
,GEOFABRICS AUSTRALASIA,Australia,,,,23005479961,9 CUNNINGHAM STREET,,,MOOREBANK,New South Wales,2170,,,,AU005479961,,,,,https://www.geofabrics.co/,,,,110822
,GEOTEST PTY LTD,Australia,,,,12125061378,,,,BIRDWOOD,South Australia,5234,,,,AU125061378,,,,,geotest.net.au,,,,111524
,GEOTRACE AUSTRALIA PTY LTD,Australia,,,,40643586725,72 Advance St,,,Schofields,New South Wales,2762,,,,AU643586725,,,,,geotrace.com.au,,,,112012
,GETABOUT 4WD ADVENTURES PTY LIMITED,Australia,,,,92073103456,8/16-24 Borec Road,,,Penrith,New South Wales,2750,,,,AU073103456,,,,,https://www.getabout.edu.au/,,,,112649
,GETTHEWORLDMOVING PTY LTD,Australia,,,,31151857975,LEVEL 2 & LEVEL 3,,,SOUTHBANK,Victoria,3006,,,,AU151857975,,,,,https://www.gettheworldmoving.com/,,,,109850
,GEYER SERVICES PTY LTD,Australia,,,,43632093120,Level 2 325 Flinders Lane,,,Melbourne,Victoria,3000,,,,AU632093120,,,,,https://geyer.design/,,,,112259
,GHD PTY LTD,Australia,,,,39008488373,"LEVEL 8, 180 LONSDALE STREET",,,MELBOURNE,Victoria,3000,,,,AU008488373,,,,,GHD.com.au,,,,100841
,GIPLOK PTY LTD GIPPSLAND LOCKSMITHS,Australia,,,,97122773942,24 BUCKLEY STREET,,,MORWELL,Victoria,3840,,,,AU122773942,,,,,gippslandlocksmiths.com,,,,101441
,GIPPSLAND ARBORICULTURE SPECIALISTS,Australia,,,,40894981387,10 BUCKLEY ROAD,,,DIGGERS REST,Victoria,3427,,,,AU40894981387,,,,,https://www.facebook.com/gaspecialists/,,,,106760
,GIPPSLAND BEARING SUPPLIES PTY LTD,Australia,,,,64005325397,529 PRINCES HIGHWAY,,,MORWELL,Victoria,3840,,,,AU005325397,,,,,gippslandbearings.com.au,,,,100083
,GIPPSLAND CNC CUTTING PTY LTD,Australia,,,,50164582718,3H MINERS WAY,,,MORWELL,Victoria,3840,,,,AU164582718,,,,,gippslandcnccutting.com.au,,,,109840
,GIPPSLAND COMMUNICATIONS,Australia,,,,87487644241,,,,TRARALGON,Victoria,3844,,,,AU87487644241,,,,,yellowpages.com.au,,,,101408
,GIPPSLAND COPIERS,Australia,,,,79603944663,62 HEAD STREET,,,TRARALGON,Victoria,3844,,,,AU603944663,,,,,gippslandcopiers.com.au,,,,110479
,GIPPSLAND FLEET MAINTENANCE,Australia,,,,59456173967,,,,MORWELL,Victoria,3841,,,,AU59456173967,,,,,https://gippslandfleetmaintenence.bapnet.com.au/,,,,110686
,GIPPSLAND LIFTS & CRANES PTY LTD,Australia,,,,30167117491,,,,GIPPSLAND MAIL CENTRE,Victoria,3841,,,,AU167117491,,,,,gippslandlifts.com.au,,,,108538
,GIPPSLAND NDT SERVICES PTY LTD,Australia,,,,21130012047,,,,GIPPSLAND MAIL CENTRE,Victoria,3840,,,,AU130012047,,,,,gippslandndt.com.au,,,,104917
,GIPPSLAND PRINTERS,Australia,,,,69080173486,,,,MORWELL GMC,Victoria,3841,,,,AU080173486,,,,,gippslandprinters.com.au,,,,100665
,GIPPSLAND STEEL CENTRE,Australia,,,,33606431141,527 PRINCES DRIVE,,,MORWELL,Victoria,3840,,,,AU33606431141,,,,,gippslandsteel.com.au,,,,101042
,GIPPSLAND WATER,Australia,,,,75830750413,,,,TRARALGON,Victoria,3844,,,,AU75830750413,,,,,gippswater.com.au,,,,100913
,GIPPSPRINT OFFICE CHOICE,Australia,,,,40627299245,321 Princes Hwy,,,Traralgon East,Victoria,3844,,,,AU627299245,,,,,gippsprint.officechoice.com.au,,,,109948
,Gladstone Safety Servicing,Australia,,,,21610209240,"U1 / 103 Stenhouse Drive,",,, Cameron Park,New South Wales,2285,,,,AU610209240,,,,,https://newcastlesafetyservicing.com/,,,,113195
,GLASSHOUSE TECHNOLOGIES PTY LTD,Australia,,,,80146259832,"LEVEL 1, SUITE 17 3 BRADY STREET",,,MOSMAN,New South Wales,2088,,,,AU146259832,,,,,glasshouse.io,,,,109160
,GLEN A COWLING & ASSOCIATES PTY LTD,Australia,,,,47654965269,59 Lake Entrance Road,,,OAK FLATS,New South Wales,2529,,,,AU654965269,,,,,,,,,112441
,GLENERGY SERVICES,Australia,,,,43783451680,3-5 CROOK STREET,,,MCCRAE,Victoria,3938,,,,AU43783451680,,,,,,,,,110762
,GLH SERVICING PTY LTD,Australia,,,,48159181192,,,,HINDMARSH,South Australia,5007,,,,AU159181192,,,,,,,,,108011
,GLOBAL ACOUSTICS PTY LTD,Australia,,,,94094985734,,,,Thornton,New South Wales,2322,,,,AU094985734,,,,,http://www.globalacoustics.com.au/,,,,112061
,GLOBAL EDGE GROUP PTY LTD,Australia,,,,44782273615,,,,MELBOURNE,Victoria,3001,,,,AU44782273615,,,,,https://global-edge.org/,,,,109132
,GLOBAL PUMP GROUP PTY LTD,Australia,,,,32112225760,12 SELGAR AVE,,,CLOVELLY PARK,South Australia,5042,,,,AU112225760,,,,,globalpumps.com.au,,,,108973
