override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,BVD,dunsNumber,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,"WMH HERION, WOLNZACH",Germany,,,,HRB 191244 |DE813607186,Stanglmühle 9 - 11,,,Wolnzach,,85283,,,DE8130122908,331893797,,,,www.wmh-herion.de,,,,
,GM BÜRO FÜR GEFAHRGUT UND ARBEITS-,Germany,,,,|DE163755305,Mönchbruchstraße 31,,,Kelsterbach,,65451,,,DE6190192089,341379569,,,,www.gefahrgut-metz.de,,,,
,GETRÄNKE SERVICE REGENSBURG GMBH,Germany,,,,HRB 9050 |DE229402068|244/127/30387,Not Provided,,,Regensburg,,93055,,,DE8230371685,332520563,,,,www.gs-regensburg.de,,,,
,GHM MESSTECHNIK GMBH,Germany,,,,HRB 29352 |DE286993999,Not Provided,,,Erolzheim,,88453,,,DE8170967160,313803543,,,,www.ghm-messtechnik.de,,,,
,GIU GMBH,Germany,,,,HRB 260814 |DE141993679|05069/08603,Waidplatzstraße 8,,,Teningen,,79331,,,DE7010113589,341253573,,,,www.giu-umwelt.de,,,,
,CALEFFI ARMATUREN GMBH             HYDRONIC SOLUTIONS,Germany,,,,HRB 5331 |DE113540684|035 230 00748,Daimlerstraße 3,,,Mühlheim am Main,,63165,,,DE6210027781,315812776,,,,www.caleffi.de,,,,
,GTG GLASTECHNIK GRÄFENRODA GMBH,Germany,,,,HRB 104330 ,Wiesenweg 35,,,Gräfenroda,,99330,,,DE3090024397,331053280,,,,www.gtgvials.de,,,,
,GLEISS LUTZ PATENTANWÄLTE,Germany,,,,|DE147522069,August-Thyssen-Straße,,,Düsseldorf,,40211,,,DE7330062147-1004,341505676,,,,www.gleisslutz.com,,,,
,GMC-I SERVICE GMBH (583),Germany,,,,HRB 24601 |DE815002777|241/115/83044,Unnamed Road,,,Nürnberg,,90471,,,DE8190718077,341048871,,,,www.gmci-service.com,,,,
,GMÖHLING,Germany,,,,HRB 310 ,Stadelner Hauptstraße 34,,,Fürth,,90765,,,DE8190001430,323166298,,,,www.gmoehling.com,,,,
,GOTTFRIED SCHULTZ AUTOMOBILHANDELS,Germany,,,,|DE298952823,Höherweg 85,,,Düsseldorf,,40233,,,DE5050103522-1009,343399360,,,,www.audi-zentrum-duesseldorf.audi/de.html,,,,
,ELECTROCYCLING GMBH**LOESCH,Germany,,,,HRB 110349 |DE164006209|21/204/05772,Landstraße 91,,,Goslar,,38644,,,DE2130056565,312524168,,,,www.electrocycling.de,,,,
,GREINER BIO-ONE,Germany,,,,HRB 224604 |DE812585719|74073/09292,Maybachstraße 2,,,Frickenhausen,,72636,,,DE7330539322,315685714,,,,www.gbo.com,,,,
,GUBENER PLASTINATE GMBH A/P-152659,Germany,,,,|DE814712049,Not Provided,,,Guben,,3172,,,DE7050252991-1000,507031370,,,,plastinarium.de/pages/plastinarium.php/home,,,,
,MEISTER SCHMACKES CATERING (508),Germany,,,,|DE111516180,Otto-Röhm-Straße 72A,,,Darmstadt,,64293,,,DE6050086244,341291395,,,,www.schmackes.de,,,,
,GUSTAV MÄULER GMBH & CO. KG,Germany,,,,HRA 17771 |DE120814171,Not Provided,,,Remscheid,,42855,,,DE5310001365,0,,,,www.maeuler-spedition.de,,,,
,GB-CHEMIE GBMH,Germany,,,,HRB 2504 |DE811249128|007/234/00255,Zeilharder Str. 25,,,Messel,,64409,,,DE6050004683,315821090,,,,www.gb-chemie.com,,,,
,"KNUEPPEL  , BAYREUTH",Germany,,,,|DE115311164,Bindlacher Str. 7,,,Bayreuth,,95448,,,DE2110002595-1001,313092100,,,,www.knueppel.de,,,,
,"HAMAMATSU , HERRSCHING",Germany,,,,HRB 79474 |DE128228814,Arzbergerstraße 10,,,Herrsching am Ammersee,,82211,,,DE8290022408,320309420,,,,www.hamamatsu.de,,,,
,"BDA, ASSLAR",Germany,,,,,Herborner Str. 61A,,,Aßlar,,35614,,,DE6110291899,551392459,,,,www.reiseboerse-asslar.de,,,,
,IFB MEDIEN,Germany,,,,HRB 115984 ,Prof.-Becker-Weg 16,,,Seehausen am Staffelsee,,82418,,,DE8290129566,333866163,,,,,,,,
,HEILIGGEIST STUBLE FREIBURG,Germany,,,,,Münsterplatz 15,,,Freiburg im Breisgau,,79098,,,DE7010458536,327695644,,,,,,,,
,HANSEATIC TREEWORK O. JOHSWICH,Germany,,,,HRA 29276 HB |DE210067373,Sommerstraße 5,,,Bremen,,28307,,,DE2051103807,344234440,,,,www.die-kletterer.com,,,,
,HANS-WERNER TUPS,Germany,,,,,Bonifatiusstraße 25,,,Düsseldorf,,40547,,,DE5050714053,0,,,,,,,,
,MICROMOTION GMBH (WIRE),Germany,,,,HRB 6416 |DE215012982,An der Fahrt 13,,,Mainz,,55124,,,DE6190182351,330895033,,,,www.micromotion-drives.com,,,,
,MARTIN HARTL,Germany,,,,|DE811272823,Dr.-Steinbeißer-Straße 9,,,Rosenheim,,83026,,,DE8350034547-1002,342279638,,,,www.hartl-online.de,,,,
,IDS,Germany,,,,HRB 762457 |DE183809577|65203/08222,Dimbacher Str. 6-8,,,Obersulm,,74182,,,DE7070367029,344182672,,,,www.ids-imaging.com,,,,
,MULTI CHANNEL SYSTEMS (GENEART),Germany,,,,HRB 382616 |DE812498960,Aspenhaustraße 21,,,Reutlingen,,72770,,,DE7270138008,315637806,,,,www.multichannelsystems.com,,,,
,HARZ-WESER-WERKE GGMBH,Germany,,,,HRB 130768 |DE115899052|29/211/30097,Zentrale / Werkstatt / HaWeTec Rotemühlenweg 21,,,Osterode am Harz,,37520,,,DE2130001663,330336855,,,,www.h-w-w.de,,,,
,HASENAUER + KOCH GMBH & CO. KG,Germany,,,,HRA 350105 |DE146464263|78034/41508,Not Provided,,,Reutlingen,,72760,,,DE7270037522,316116292,,,,www.hasenauer.de,,,,
,"HAUNFELLNER INDUSTRIEMONTAGE, EK",Germany,,,,HRA 10323 ,Osserweg 14,,,Eichendorf,,94428,,,DE8350195133,342052154,,,,,,,,
,HAWO GMBH - EUR,Germany,,,,HRA 440335 |DE144029191|40008/02888,Obere Au 2-4,,,Not Provided,,74847,,,DE7050003207,321167199,,,,www.hawo.com,,,,
,HEINRICH NIESTROJ,Germany,,,,,Alfred-Klanke-Straße 5,,,Schwerte,,58239,,,DE4190131509,313853571,,,,www.baumdienst-niestroj.de,,,,
,HEINRICH HEINE UNI DUESSELDORF,Germany,,,,,Moorenstraße 5,,,Düsseldorf,,40225,,,DE5050143889,331105812,,,,www.hhu.de,,,,
,HEKATECH GMBH,Germany,,,,HRB 12677 ,Friedrich-List-Allee 26,,,Wegberg,,41844,,,DE5230317516,313988032,,,,www.hekatech.com,,,,
,HELENA JAKOB,Germany,,,,,Auwaldstraße 1,,,Freiburg im Breisgau,,79110,,,DE7010271600,315040194,,,,www.parnia.de,,,,
,WILHELM GASTRONOMIE,Germany,,,,|DE206881109,Boltzmannstraße 3,,,Garching bei München,,85748,,,DE8170526603,343378771,,,,www.wilhelm-gastronomie.de,,,,
,HERM MINERALÖLE GMBH & CO. KG,Germany,,,,|DE193440403,Not Provided,,,Buchen,,74722,,,DE7050161748-1015,341700530,,,,herm.net,,,,
,*OBS*HP MEDIZINTECHNIK GMBH,Germany,,,,HRB 163855 |DE251168974,Bruckmannring 19,,,Oberschleißheim,,85764,,,DE8330359724,507321748,,,,www.hp-med.com,,,,
,KMU LOFT CLEANWATER GMBH,Germany,,,,HRB 784779 |DE352609735,Bahnhofstraße 30,,,Kirchentellinsfurt,,72138,,,DE8171264363,388219354,,,,www.kmu-loft.de,,,,
,CLAUS HIRSCHFELD,Germany,,,,HRB 773960 |DE330121104,Rote Haldeweg 7,,,Rosenfeld,,72348,,,DE7270414652,343190889,,,,www.hohfelder.com,,,,
,ARMAR EUROPA GMBH,Germany,,,,HRB 4704 ,Permoserstraße 15,,,Leipzig,,4318,,,DE3150135106,331180877,,,,www.armar-europa.de,,,,
,HÜLPERT AZ GMBH,Germany,,,,HRB 19825 |DE124915176|317/5707/0126,Körner Hellweg 10-12,,,Dortmund,,44141,,,DE4070007060,314249002,,,,www.huelpert.de,,,,
,HUMBOLDT UNIVERSITAT ZU BERL (REFUND508),Germany,,,,,Unter den Linden 6,,,Berlin,,10099,,,DELEI905787,312945578,,,,www.hu-berlin.de/de,,,,
,"HUMMEL    , WALDKIRCH",Germany,,,,HRB 702469 |DE141993009,Lise-Meitner-Straße 2,,,Denzlingen,,79211,,,DE7010100623,329322762,,,,www.hummel.com,,,,
,HUSS LICHT & TON GMBH & CO. KG,Germany,,,,HRB 723068 |DE348937299|88002/68097,Carl-Zeiss-Straße 6,,,Langenau,,89129,,,DE8270261227,341190349,,,,www.huss-licht-ton.de,,,,
,HYDROFLEX OHG-EUR,Germany,,,,HRB 10726 |DE311777969,Kiesacker 19,,,Buseck,,35418,,,DE6110495520,551471597,,,,www.hydroflex-group.com,,,,
,ILPEA,Germany,,,,HRB 41579 |DE128362686|139/129/20024,Böhmerwaldstraße 47,,,Geretsried,,82538,,,DE8290038104,322494428,,,,www.ilpea.com,,,,
,INCEPTUA GMBH-EUR,Germany,,,,HRB 168751 B ,Charlottenstraße 24,,,Berlin,,10117,,,DE2012625414,313799189,,,,www.inceptua.com,,,,
,IHK PFALZ,Germany,,,,,Ludwigspl. 2,,,Ludwigshafen am Rhein,,67059,,,DE7150001569,340013239,,,,www.pfalz.ihk24.de,,,,
,IG BEDAU | WIESNER,Germany,,,,HRB 207950 B ,Hertzstraße 20,,,Berlin,,13158,,,DE2012893333,342881656,,,,info@ing-bedau.com,,,,
,LABIOTECHH UG  (500),Germany,,,,HRB 168244 B |DE300856735,Schönhauser Allee 83/Ug  500,,,Berlin,,10439,,,DE2012574985,313509554,,,,www.labiotech.eu,,,,
,MANAGEMENT-INSTITUT DR. A. KITZMANN,Germany,,,,HRA 11157 |DE271061173,Dorpatweg 10,,,Münster,,48159,,,DE4250666170,327270468,,,,www.kitzmann.biz,,,,
,MAXON MOTOR MÜNCHEN,Germany,,,,HRB 61236 |DE129410762|143/160/30379,Truderinger Str. 210,,,München,,81825,,,DE8170027601,319753836,,,,www.maxongroup.com,,,,
,YELLO,Germany,,,,HRB 9704 |DE199723379|311/5861/4315,Birkenallee 115-117,,,Rheine,,48432,,,DE4250251152,340964530,,,,www.yello-net.de,,,,
,GO2A SERVICE GBR,Germany,,,,|DE813788293,Seehausener Str. 44,,,Berlin,,13057,,,DE2011951958,340200852,,,,www.go2a.de,,,,
,JAHN-SCHOENHALS,Germany,,,,HRA 41658 |DE815385929,Heinrich-Krumm-Straße 14,,,Offenbach am Main,,63073,,,DE6210032674,315716761,,,,www.jahn-werkzeuge.de,,,,
,OBSTPARADIES MANUFAKTUR,Germany,,,,|DE284120120,Im Gaisgraben 17,,,Staufen im Breisgau,,79219,,,DE7010451197-1000,314037025,,,,,,,,
,JOHANNES GUTENBERG UNIVERSITAE,Germany,,,,,Universiätsmedizin Gebäude 109 Universiätsmedizin Gebäude 109 Langenbeckstraße 1,,,Mainz,,55131,,,DE6190052878,341402068,,,,www.unimedizin-mainz.de,,,,
,TOTAL WALTHER GMBH,Germany,,,,|DE811169936,Industriestraße 4 B,,,Ettlingen,,76275,,,DE5190011399-1012,551047749,,,,wsc-sicherheit.de,,,,
,GHI GMBH,Germany,,,,HRB 5117 |DE160593602|035 234 50806,Ostheimer Str. 72,,,Heldenbergen,,61130,,,DE6130072066,342498037,,,,www.ghi-gmbh.de,,,,
,JÖRG EICKELER BERATUNG ORGANISATION,Germany,,,,|DE240363309,Achenbachstraße 20,,,Düsseldorf,,40233,,,DE5050683350,312867165,,,,www.eickeler.org,,,,
,J. BLÄSSINGER                      GMBH & CO.,Germany,,,,HRB 762342 ,Zeppelinstraße 18,,,Ostfildern,,73760,,,DE7331196518,341053782,,,,www.3isp-jv.com,,,,
,JUSTUS LIEBIG UNIVERSITAET,Germany,,,,,Am Steg 14,,,Gießen,,35390,,,DELEI923031,341775863,,,,,,,,
,KARDEX  DEUTSCHLAND GMBH,Germany,,,,HRB 13948 |DE811113617|151/130/10778,Megamatpl. 1,,,Neuburg an der Kammel,,86476,,,DE8270269403,315810952,,,,www.kardex-remstar.de,,,,
,WEITERBILDUNGSINSTITUT FÜR MEDIZINB,Germany,,,,|DE244275695,Rudolf-Diesel-Straße 3,,,Buxtehude,,21614,,,DE2151297263,312792001,,,,www.wfm-ultraschall.de,,,,
,KRUMME LINDE,Germany,,,,,Dorfstraße (Stolpe) 5,,,Hohen Neuendorf,,16540,,,DE2012399305,342159972,,,,www.krumme-linde.de,,,,
,KIT CAMPUS NORD,Germany,,,,,Not Provided,,,Karlsruhe,,76131,,,DELEI1388995,320048556,,,,,,,,
,KARTOFFEL POTT,Germany,,,,,Saarlandstraße 60,,,Dortmund,,44229,,,DE4070695471,344148501,,,,www.kartoffel-pott.com,,,,
,KASHIYAMA EUROPE GMBH,Germany,,,,HRB 237464 |DE316393922,Leopoldstraße 244,,,München,,80807,,,DE8171150542,314666484,,,,de.kashiyama.com,,,,
,"ACE,LANGENFELD",Germany,,,,HRB 44976 |DE121391584|135/5756/1485,Herzogstraße 26-28,,,Langenfeld (Rheinland),,40764,,,DE5330004701,315227982,,,,www.ace-ace.de,,,,
,KERN AG-EUR,Germany,,,,|DE811153381,Hauptstraße 304,,,Weil am Rhein,,79576,,,DE6070047621-1041,312625933,,,,www.e-kern.com,,,,
,TELIKO GMBH (DD),Germany,,,,HRB 1863 |DE214995780|020 246 02304,In den Fritzenstücker 17,,,Limburg an der Lahn,,65549,,,DE6170069431,330740155,,,,www.teliko.de,,,,
,KLAUS RUTTMANN GMBH,Germany,,,,HRB 65193 |DE188066081|45/737/00398,Schnackenburgallee 179,,,Hamburg,,22525,,,DE2150769290,0,,,,www.ruttmann.de,,,,
,STAUFERKLIN SCHWABISCH GMUND,Germany,,,,,Wetzgauer Str. 85,,,Mutlangen,,73557,,,DE7370071526-1001,314558570,,,,www.kliniken-ostalb.de,,,,
,IDT BIOLOGIKA GMBH (500),Germany,,,,HRB 11813 |DE139775502|114/107/02187,Am Pharmapark,,,Dessau-Roßlau,,6861,,,DE3290001971,332119734,,,,www.idt-biologika.de,,,,
,"KOENN GMBH, KETSCH",Germany,,,,HRB 726161 |DE308638641,Anhalter Str. 7/1,,,Ketsch,,68775,,,DE6070722690,342191047,,,,www.koenn.de,,,,
,FRITZ KÖTTER SE & CO . KG,Germany,,,,HRB 1182 |DE159766271|111/5751/0035,Am Zehnthof 66,,,Essen,,45307,,,DE5110016535,343550216,,,,www.koetter.de,,,,
,KPMG AG,Germany,,,,,12,,,Frankfurt am Main,,0,,,DE*110329670825,340098069,,,,,,,,
,KRAEBER GMBH & CO. KG,Germany,,,,HRB 8248 PI |DE118304875|18/291/17305,Waldhofstraße 14,,,Ellerbek,,25474,,,DE2390217315,320465693,,,,www.kraeber.de,,,,
,KOTTERMANN GMBH (508),Germany,,,,HRB 206061 |DE321080097|16/205/80044,Industriestraße 2,,,Uetze,,31311,,,DE2190769776,315098477,,,,www.koettermann.com,,,,
,BRABENDER TECHNOLOGIE GMBH & CO.KG,Germany,,,,HRB 35889 |DE355381720,Kulturstraße 49,,,Duisburg,,47055,,,DE5050664122,342645877,,,,www.brabender-technologie.com,,,,
,KUDERNAK GMBH,Germany,,,,HRB 33872 |DE812183949|028/839/30205,Paul-Ehrlich-Straße 17,,,Rödermark,,63322,,,DE6050020089,321046534,,,,www.kudernak.de,,,,
,KUHMANN + DILL GMBH                HOLZHANDEL,Germany,,,,HRB 104935 |DE183777069|35006/92927,Kuhmann and dill Holzhandel GmbH Junkersstraße 14,,,Karlsruhe,,76139,,,DE7110009490,316004449,,,,www.kuhmann-und-dill.de,,,,
,LABOR BERLIN,Germany,,,,HRB 130660 B |DE274822177,Sylter Str. 2,,,Berlin,,13353,,,DE2012188425,341860985,,,,www.laborberlin.com,,,,
,LAND BRANDENBURG,Germany,,,,HRA 8215 P ,Not Provided,,,Brandenburg,,14770,,,DE3270225019,341567233,,,,,,,,
,LANDESAERZTEKAMMER HESSEN,Germany,,,,,Im Vogelsgesang 3,,,Frankfurt am Main,,60314,,,DELEI730198,313118765,,,,www.laekh.de/ueber-uns/standort-bad-nauheim/bildungszentrum,,,,
,LANDESAERZTEK.BADEN-WUERTEMB.,Germany,,,,,Jahnstraße 40,,,Stuttgart,,70597,,,DE*110191809722,314878625,,,,www.dr-lang.eu,,,,
,"LAPP GMBH, STUTTGART",Germany,,,,HRB 12720 |DE147823795,Schulze-Delitzsch-Straße 25,,,Stuttgart,,70565,,,DE7330193248,332975692,,,,www.lappgroup.com,,,,
,LARS KOCH,Germany,,,,,Gothaer Ring 42 B,,,Herzberg am Harz,,37412,,,DE2110192344,313250832,,,,,,,,
,LASERHUB GMBH,Germany,,,,HRB 761903 |DE313902667,Eberhardstraße 1,,,Stuttgart,,70190,,,DE7331192995,314388598,,,,www.laserhub.com,,,,
,LBL LAGER- UND BETRIEBSEINRICHTUNGEN GMBH,Germany,,,,|DE130801106,Lilienthalstraße 3,,,Puchheim,,82178,,,DE8270023718-1000,313293844,,,,lbl.de,,,,
,"REGNITZ WERKSTAETTEN,ERLANGEN",Germany,,,,HRB 1865 |DE132501825,Goerdelerstraße 3,,,Erlangen,,91058,,,DE8190094388,333732332,,,,www.regnitz-werkstaetten.de,,,,
,LEE GLOBAL LOGISTICS GMBH,Germany,,,,|DE276130754,516 Tor 29 CargoCity Süd,,,Frankfurt am Main,,60549,,,DE2151551942-1000,342171259,,,,,,,,
,LIEBHERR HAUSGERATE (583),Germany,,,,HRB 640060 |DE811120052,Memminger Str. 77 - 79,,,Ochsenhausen,,88416,,,DE8270001268,331241435,,,,www.liebherr.com,,,,
,LOHBERGER SICHERHEITSTECHNIK,Germany,,,,HRA 5059 |DE176941224,Fahrbeckgasse 9,,,Regensburg,,93047,,,DE8230053136,326743788,,,,www.lohberger-sitech.de,,,,
,TENBUSCH GMBH,Germany,,,,HRB 9743 |DE119062983|101/5706/0800,Otto-Lilienthal-Straße 25,,,Dinslaken,,46539,,,DE5390010313,321264723,,,,www.tenbusch.net,,,,
,LOSING GMBH,Germany,,,,,Werrestraße 76,,,Herford,,32049,,,DE4170143527,321113250,,,,,,,,
,LMU MUNCHEN,Germany,,,,,Frauenlobstraße 9 - 11,,,München,,80337,,,DE*110320412466,333458805,,,,www.internisten-im-netz.de,,,,
,KARTPALAST GMBH,Germany,,,,HRB 115043 |DE184172003|115/130/10313,Gadastraße 9,,,Bergkirchen,,85232,,,DE8330416110,498278993,,,,www.kartpalast.de,,,,
,LUNGENKLINIK HEMER,Germany,,,,HRB 5995 |DE112593449|328/5881/2270,Theo-Funccius-Straße 1,,,Hemer,,58675,,,DE4190105053,366848638,,,,www.lungenklinik-hemer.de,,,,
,PIMA HEALTH & SAFETY GMBH,Germany,,,,HRB 11801 |DE206512422|040 241 17082,Anna-Birle-Straße 1,,,Wiesbaden,,55252,,,DE6190170662,329455260,,,,www.pima.de,,,,
,M. LANKES GMBH,Germany,,,,HRB 11031 |DE319312491|321/5732/3396,Not Provided,,,Hagen,,58089,,,DE4110219869,315091081,,,,hagen.premio.de/impressum,,,,
,MORITZ FUERST SICHERHEITSDIENS,Germany,,,,HRB 6501 |DE133564273,Rathsbergstraße 26,,,Nürnberg,,90411,,,DE8190065739,537639655,,,,www.fuerst-gruppe.de,,,,
,MAGNA-C GMBH,Germany,,,,HRB 225210 |DE157691213|64003/12093,Boßlerstraße 35,,,Wendlingen am Neckar,,73240,,,DE7330330384,314272260,,,,www.magna-c.de,,,,
,MAGNET-SCHULZ  MEMMINGEN,Germany,,,,HRA 8476 |DE129086093|138/168/00808,Allgäuer Str. 30,,,Memmingen,,87700,,,DE8150007657,314847079,,,,www.magnet-schultz.com,,,,
,MAIER SOLUTION GMBH & CO. KG,Germany,,,,HRB 724189 |DE348273824|33084/27407,Im Rollfeld 50,,,Baden-Baden,,76532,,,DE7110415069,388099277,,,,www.maiersolution.de,,,,
,JOBROUTER AG-EUR,Germany,,,,HRB 9205 |DE170362965|38/184/55675,Besselstraße 26,,,Mannheim,,68219,,,DE7170182737,329825074,,,,www.jobrouter.de,,,,
,HOFMANN RÄDER + ROLLEN,Germany,,,,|DE156221658,Unter dem Rommelsberg,,,Eschenburg,,35713,,,DE6110138529,340212807,,,,www.hofmann-rollen.de,,,,
,MARCUS DOHMEN,Germany,,,,|DE180736720,Am Parir 15,,,Langerwehe,,52379,,,DE5010210981,340856147,,,,www.marcus-dohmen.de,,,,
,ZELENKA,Germany,,,,HRB 12684 NP |DE295494767|053/123/01263,Holzhauser Str. 158A,,,Berlin,,13509,,,DE2012492618,341232766,,,,www.brandschutz.aero,,,,
,MARIENHAUS KLINIKEN GMBH,Germany,,,,,Sohler Weg 65,,,Neuwied,,56564,,,DE5290000231-1007,344423337,,,,,,,,
,MARTIN BASTECK,Germany,,,,,Birkenstraße 1G,,,Wesel,,46485,,,DE5390098927,341999879,,,,bastekgartenbau@outlook.de,,,,
,HOFMANN INGENIEUR TECHNIK,Germany,,,,|DE118366915,Schweriner Str. 1,,,Hamburg,,22143,,,DE2150589914,331041280,,,,www.hofmanning.de,,,,
,EUWID EUROAEISCHER WIRTSCHAFTSDIENST,Germany,,,,HRB 530198 |DE811680902|39483/21202,Bleichstraße 20-22,,,Gernsbach,,76593,,,DE7230147662,340007942,,,,www.euwid.de,,,,
,MOHNKE I HÖSS BAUINGENIEURE,Germany,,,,PR 700309 |DE268636295,Basler Str. 115,,,Freiburg im Breisgau,,79115,,,DE7010202349,327959024,,,,www.mh-bauingenieure.de,,,,
,MUNDO M. U. W. OHG,Germany,,,,HRA 2415 |DE113900895,Am Gückelsberg 55-57,,,Wiesbaden,,55246,,,DE6190025870,324206549,,,,www.mundo-mainz.de,,,,
,MARTIN VAGELPOHL E.K.,Germany,,,,HRA 4596 |DE180799006,Schützenstraße 5,,,Herten,,45701,,,DE4050472865,341815076,,,,www.tischler-schreiner.org,,,,
,HMW HAUNER METALLISCHE WERKSTOFFE,Germany,,,,HRA 10791 |DE309818550,Gewerbering 36,,,Röttenbach,,91341,,,DE8190944921,314133221,,,,www.hmw-hauner.de,,,,
,HEILINGBRUNNER MARTINA,Germany,,,,|DE187737014,Schwanenstraße 12,,,Rötz,,92444,,,DE8230282136,323338954,,,,www.raumgestaltungmitideen.de,,,,
,DR. MARTINA KNOBLOCH,Germany,,,,|DE302432138,Kleiberweg 16,,,Wiesloch,,69168,,,DE7050380630,340000570,,,,www.m-knobloch.de,,,,
,MARTIN MÖCKEL,Germany,,,,|DE136332606,Onkel-Tom-Straße 152,,,Berlin,,14169,,,DE2012151914,313721407,,,,,,,,
,MARTIN LUTHER UNIVERSITAET HALLE WITTENBERG,Germany,,,,,Ernst-Grube-Straße 40,,,Halle (Saale),,6108,,,DELEI978640,332658061,,,,www.uni-halle.de,,,,
,MAX MÜLLER,Germany,,,,HRB 3661 |DE811915699|322/5720/1957,Felix-Wankel-Straße 12,,,Kamen,,59174,,,DE4070219659,344794524,,,,www.maxmuellerag.com,,,,
,MAX PLANCK INSTITUT FUR ENTWICKLUNGSBIOL,Germany,,,,|DE129517720,Not Provided,,,Tübingen,,72076,,,DE7270090196,342853338,,,,www.eb.tuebingen.mpg.de,,,,
,MALTEGO TECHNOLOGIES GMBH A/P-152035,Germany,,,,HRA 107040 ,Paul-Heyse-Straße 29,,,München,,80333,,,DE8171128963,314553206,,,,www.maxburg.com,,,,
,RADIOLOGISCHES NETZWERK RHEIN.,Germany,,,,HRB 111811 |DE815128722,Not Provided,,,Leverkusen,,51379,,,DE5330264179,341403179,,,,www.med360grad.de,,,,
,MENTOR GMBH & CO.                  PRÄZISIONS-BAUTEILE,Germany,,,,HRA 18913 |DE121648770|147/5928/0243,Not Provided,,,Erkrath,,40699,,,DE5050140080,317446508,,,,www.mentor-bauelemente.de,,,,
,MERCEDES BENZ LEASING GMBH,Germany,,,,HRB 68249 B |DE815189269,Otto-Braun-Straße 78,,,Berlin,,10249,,,DE2010977568,551060358,,,,versicherungen.mercedes-benz.com,,,,
,DEUTSCHE METROHM GMBH & CO,Germany,,,,HRB 220392 |DE814560999,In den Birken 3,,,Filderstadt,,70794,,,DE7330004930,324007095,,,,www.metrohm.de,,,,
,REPROKOPIE FFB,Germany,,,,,Rudolf-Diesel-Ring 2,,,Fürstenfeldbruck,,82256,,,DE8330168078,321106791,,,,www.reprokopieffb.de,,,,
,VITAL PURE METAL SOLUTIONS (FÜHER PPM),Germany,,,,HRB 209399 |DE336937076,Am Bahnhof 1,,,Langelsheim,,38685,,,DE8171226640,537658861,,,,www.vital-pms.de,,,,
,MICHAEL MEYERING,Germany,,,,|DE177649017,Otto-Löw-Straße 7,,,Ehrenkirchen,,79238,,,DE7010335543,340630849,,,,www.michael-meyering.de,,,,
,SCHIBE ELEKTRONIK,Germany,,,,|DE142980391,Mühlenstraße 9,,,Villingen-Schwenningen,,78050,,,DE7350025239,342275773,,,,www.schibe.de,,,,
,STEELCO GMBH (583),Germany,,,,HRB 10938 |DE126784329|351/5901/0535,Luisenstraße 2a,,,Gütersloh,,33332,,,DE2012645576,313763835,,,,www.steelcospa.com,,,,
,MIETWAGENUNTERNEHMEN TAREK HOSNI,Germany,,,,,Meyerbeerstraße 24,,,München,,81247,,,DE8170755124-1000,344500803,,,,,,,,
,"MIRION TECHNOLOGIES (CANBERRA), RUESSELSHEIM",Germany,,,,HRB 83945 |DE149054248,Stahlstraße 42-44,,,Rüsselsheim am Main,,65428,,,DE6190019856,321031791,,,,www.canberra.com,,,,
,SYNTHARO FINE CHEMICALS,Germany,,,,HRB 11187 |DE256704131|220/5854/0716,Mülheimer Str. 27,,,Troisdorf,,53840,,,DE5030602629,551399868,,,,www.syntharo.com,,,,
,MITTELBAYERISCHE WERBE-,Germany,,,,HRB 14511 ,Kumpfmühler Str. 15,,,Regensburg,,93047,,,DE8230603597,322265463,,,,www.mittelbayerische.de,,,,
,MK-MARKETING.KOMMUNIKATION.EVENTS.,Germany,,,,|DE302432138,Kleiberweg 16,,,Wiesloch,,69168,,,DE7050380630,0,,,,www.m-knobloch.de,,,,
,"MONACOR, BREMEN",Germany,,,,HRB 37843 HB ,Zum Falsch 36,,,Bremen,,28307,,,DE2051120074,344096323,,,,www.monacor.de,,,,
,MOOG MEMMINGEN GMBH,Germany,,,,|DE145165479,Allgäustraße 8a,,,Memmingerberg,,87766,,,DE7330005673-1002,537446259,,,,www.moog.de,,,,
,MP BIOMEDICALS GERMANY GMBH,Germany,,,,HRB 1818 ,"MP Biomedicals Germany GmbH, Thuringer Strasse 15",,,ESCHWEGE,,37269,,,DE6150312031,332443451,,,,www.mpbio.com,,,,
,MUC RESEARCH GMBH,Germany,,,,HRB 126860 |DE812816986,Karlsplatz 8,,,Not Provided,,80335,,,DE8170509982,340272560,,,,www.mucresearch.de,,,,
,MVZ ONKOLOGIE,Germany,,,,HRB 114912 ,Am Hasenkopf 1,,,Aschaffenburg,,22149,,,DE2151524527,312958546,,,,www.onkologie-jenfeld.de,,,,
,MWS VERTRIEBS GMBH,Germany,,,,HRB 610191 ,Auenweg 37,,,Leutkirch im Allgäu,,88299,,,DE8210025023,344285551,,,,www.mls-mikrowellen.de,,,,
,NEMKO GMBH & CO. KG,Germany,,,,HRB 107302 ,Reetzstraße 58,,,Pfinztal,,76327,,,DE7110152299,317426120,,,,nemko.com,,,,
,NEUBERT-GLAS GBR,Germany,,,,|DE280962618,Neue Sorge 38,,,Geschwenda,,99331,,,DE3210184870,314165137,,,,www.neubert-glas.de,,,,
